#
#  CIJET_MassBin-4200-8000_cteq6ll_8000_LL+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      8.87917e-04      4.10058e-07        0.046      40
   2.0        3.0      4.21537e-04      2.82862e-07        0.067      43
   3.0        4.0      2.33665e-04      2.02230e-07        0.087      43
   4.0        5.0      1.40537e-04      9.16125e-08        0.065       8
   5.0        6.0      8.81392e-05      2.96570e-07        0.336      12
   6.0        7.0      5.63992e-05      1.53594e-07        0.272      13
   7.0        8.0      3.56992e-05      4.80384e-08        0.135      13
   8.0        9.0      2.17262e-05      9.74285e-08        0.448      13
   9.0       10.0      1.19117e-05      9.28178e-08        0.779      12
  10.0       12.0      2.34988e-06      6.82148e-08        2.903      13
  12.0       14.0     -5.51385e-06      5.07508e-08        0.920      13
  14.0       16.0     -1.00023e-05      5.29786e-08        0.530      13
