#
#  cidijet_DijetChi_DILHC_2012_Lambda-15000._MassBin-4200.-8000._Order-1_xmu-1._0065.dat
#
#  Lambda=15000 GeV   cteq66   NLO
#  mass=[ 4200.00, 8000.00 ] GeV
#   chid  chiu  xsec(pb)    error(pb)
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0     -5.48900e-06      2.86500e-08        0.522       1
   2.0        3.0     -6.68200e-06      2.43500e-08        0.364       1
   3.0        4.0     -6.83300e-06      3.02800e-08        0.443       1
   4.0        5.0     -6.44900e-06      3.96800e-08        0.615       1
   5.0        6.0     -5.92400e-06      4.73600e-08        0.799       1
   6.0        7.0     -5.38000e-06      5.19900e-08        0.966       1
   7.0        8.0     -4.85400e-06      5.72600e-08        1.180       1
   8.0        9.0     -4.38300e-06      5.99700e-08        1.368       1
   9.0       10.0     -3.94700e-06      6.29400e-08        1.595       1
  10.0       12.0     -3.51100e-06      4.81150e-08        1.370       1
  12.0       14.0     -2.96200e-06      5.05500e-08        1.707       1
  14.0       16.0     -2.47150e-06      5.25500e-08        2.126       1
