#
#  CIJET_MassBin-3600-4200_cteq6ll_5000_RR-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.15232e-02      1.09515e-05        0.035      40
   2.0        3.0      1.64963e-02      5.35557e-06        0.032      43
   3.0        4.0      1.04281e-02      5.87805e-06        0.056      43
   4.0        5.0      7.31267e-03      2.14617e-06        0.029      12
   5.0        6.0      5.48225e-03      1.71226e-06        0.031      12
   6.0        7.0      4.30400e-03      1.95789e-06        0.045      13
   7.0        8.0      3.49715e-03      1.14354e-06        0.033      13
   8.0        9.0      2.91654e-03      1.98391e-06        0.068      13
   9.0       10.0      2.48377e-03      1.92154e-06        0.077      13
  10.0       12.0      2.01977e-03      8.56723e-07        0.042      13
  12.0       14.0      1.59123e-03      9.91955e-07        0.062      13
  14.0       16.0      1.30162e-03      5.45964e-07        0.042      13
