#
#  CIJET_MassBin-3000-3600_cteq6ll_5000_AA+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.92431e-01      6.02080e-05        0.031      16
   2.0        3.0      9.78050e-02      3.69942e-05        0.038      36
   3.0        4.0      5.90102e-02      3.53546e-05        0.060      43
   4.0        5.0      3.90992e-02      1.67649e-05        0.043      12
   5.0        6.0      2.74646e-02      1.33012e-05        0.048      13
   6.0        7.0      2.01054e-02      2.60177e-05        0.129      13
   7.0        8.0      1.51654e-02      9.67418e-06        0.064      13
   8.0        9.0      1.16846e-02      1.39137e-05        0.119      13
   9.0       10.0      9.15631e-03      1.17713e-05        0.129      13
  10.0       12.0      6.54769e-03      5.25015e-06        0.080      13
  12.0       14.0      4.24546e-03      5.42549e-06        0.128      13
  14.0       16.0      2.78331e-03      5.23426e-06        0.188      13
