#
#  CIJET_MassBin-4200-8000_cteq66_8000_V-A+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.56165e-04      3.84007e-07        0.084      40
   2.0        3.0      2.74800e-04      3.47782e-07        0.127      43
   3.0        4.0      1.92537e-04      3.05523e-07        0.159      43
   4.0        5.0      1.43863e-04      2.19984e-07        0.153       8
   5.0        6.0      1.11842e-04      9.00337e-08        0.081      12
   6.0        7.0      8.98523e-05      1.50286e-07        0.167      13
   7.0        8.0      7.39115e-05      1.50435e-07        0.204      13
   8.0        9.0      6.18662e-05      1.05478e-07        0.170      13
   9.0       10.0      5.27983e-05      1.70232e-07        0.322      12
  10.0       12.0      4.26138e-05      1.00377e-07        0.236      13
  12.0       14.0      3.30881e-05      7.44295e-08        0.225      13
  14.0       16.0      2.65777e-05      6.36270e-08        0.239      13
