#
#  CIJET_MassBin-3600-4200_CT10nlo_6000_V-A+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.18405e-03      3.50055e-06        0.068      40
   2.0        3.0      3.08921e-03      3.87027e-06        0.125      43
   3.0        4.0      2.14572e-03      3.51409e-06        0.164      43
   4.0        5.0      1.59183e-03      2.16725e-06        0.136      12
   5.0        6.0      1.23317e-03      1.74946e-06        0.142      12
   6.0        7.0      9.85092e-04      1.30477e-06        0.132      13
   7.0        8.0      8.07162e-04      1.54517e-06        0.191      13
   8.0        9.0      6.74062e-04      1.39256e-06        0.207      13
   9.0       10.0      5.73069e-04      1.58187e-06        0.276      13
  10.0       12.0      4.61788e-04      7.00641e-07        0.152      13
  12.0       14.0      3.57188e-04      8.42653e-07        0.236      13
  14.0       16.0      2.85196e-04      7.46230e-07        0.262      13
