#
#  CIJET_MassBin-4200-8000_CT10nlo_15000_LL-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.32288e-04      1.15886e-07        0.088      40
   2.0        3.0      6.97140e-05      7.03102e-08        0.101      43
   3.0        4.0      4.42014e-05      6.30790e-08        0.143      43
   4.0        5.0      3.09613e-05      3.60307e-08        0.116       8
   5.0        6.0      2.30017e-05      5.32291e-08        0.231      12
   6.0        7.0      1.78638e-05      4.66438e-08        0.261      13
   7.0        8.0      1.42954e-05      4.03351e-08        0.282      13
   8.0        9.0      1.16946e-05      3.59665e-08        0.308      13
   9.0       10.0      9.72517e-06      4.33817e-08        0.446      12
  10.0       12.0      7.65038e-06      2.46189e-08        0.322      13
  12.0       14.0      5.67731e-06      2.31495e-08        0.408      13
  14.0       16.0      4.33858e-06      2.95521e-08        0.681      13
