#
#  CIJET_MassBin-3000-3600_CT10nlo_14000_RR-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.47650e-03      2.19089e-06        0.088      16
   2.0        3.0      1.32208e-03      1.67971e-06        0.127      36
   3.0        4.0      8.49719e-04      1.54862e-06        0.182      43
   4.0        5.0      6.02525e-04      1.37386e-06        0.228      12
   5.0        6.0      4.53054e-04      8.76181e-07        0.193      13
   6.0        7.0      3.54977e-04      1.54497e-06        0.435      13
   7.0        8.0      2.86192e-04      1.31495e-06        0.459      13
   8.0        9.0      2.36562e-04      1.23054e-06        0.520      13
   9.0       10.0      1.99631e-04      9.10480e-07        0.456      13
  10.0       12.0      1.57565e-04      7.42009e-07        0.471      13
  12.0       14.0      1.18962e-04      7.04791e-07        0.592      13
  14.0       16.0      9.28500e-05      7.77282e-07        0.837      13
