#
#  CIJET_MassBin-4200-8000_CT10nlo_14000_RR+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.01607e-06      8.72789e-08        1.451      40
   2.0        3.0     -7.99328e-07      7.28404e-08        9.113      43
   3.0        4.0     -3.09288e-06      6.31639e-08        2.042      43
   4.0        5.0     -3.70450e-06      3.45998e-08        0.934       8
   5.0        6.0     -3.72167e-06      6.66420e-08        1.791      12
   6.0        7.0     -3.47092e-06      4.66574e-08        1.344      13
   7.0        8.0     -3.18046e-06      3.56057e-08        1.120      13
   8.0        9.0     -2.86877e-06      3.81950e-08        1.331      13
   9.0       10.0     -2.55700e-06      6.18385e-08        2.418      12
  10.0       12.0     -2.17831e-06      3.15169e-08        1.447      13
  12.0       14.0     -1.70708e-06      2.64077e-08        1.547      13
  14.0       16.0     -1.32650e-06      3.02345e-08        2.279      13
