#
#  CIJET_MassBin-4200-8000_CT10nlo_9000_RR-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.03553e-04      6.71007e-07        0.095      40
   2.0        3.0      3.63293e-04      3.39043e-07        0.093      43
   3.0        4.0      2.25560e-04      3.25971e-07        0.145      43
   4.0        5.0      1.55213e-04      2.16712e-07        0.140       8
   5.0        6.0      1.13633e-04      2.26969e-07        0.200      12
   6.0        7.0      8.72885e-05      1.75682e-07        0.201      13
   7.0        8.0      6.92177e-05      1.51776e-07        0.219      13
   8.0        9.0      5.62369e-05      1.34560e-07        0.239      13
   9.0       10.0      4.65642e-05      1.29366e-07        0.278      12
  10.0       12.0      3.64519e-05      8.73579e-08        0.240      13
  12.0       14.0      2.70562e-05      6.99748e-08        0.259      13
  14.0       16.0      2.07938e-05      9.96902e-08        0.479      13
