#
#  CIJET_MassBin-3000-3600_cteq6ll_14000_AA+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0     -8.33531e-04      1.22514e-06        0.147      16
   2.0        3.0     -7.96894e-04      1.07728e-06        0.135      36
   3.0        4.0     -7.87281e-04      9.46486e-07        0.120      43
   4.0        5.0     -7.57583e-04      3.61395e-07        0.048      12
   5.0        6.0     -7.19731e-04      4.55311e-07        0.063      13
   6.0        7.0     -6.80654e-04      9.96339e-07        0.146      13
   7.0        8.0     -6.43269e-04      7.55408e-07        0.117      13
   8.0        9.0     -6.09138e-04      5.93771e-07        0.097      13
   9.0       10.0     -5.77446e-04      6.60322e-07        0.114      13
  10.0       12.0     -5.35654e-04      6.57794e-07        0.123      13
  12.0       14.0     -4.87962e-04      4.63301e-07        0.095      13
  14.0       16.0     -4.48100e-04      6.30806e-07        0.141      13
