#
#  CIJET_MassBin-3000-3600_cteq6ll_20000_AA-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  20000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.11725e-03      8.56349e-07        0.027      16
   2.0        3.0      1.80703e-03      5.06309e-07        0.028      36
   3.0        4.0      1.27321e-03      7.09062e-07        0.056      43
   4.0        5.0      9.84408e-04      2.15146e-07        0.022      12
   5.0        6.0      8.03446e-04      1.85362e-07        0.023      13
   6.0        7.0      6.79892e-04      5.05736e-07        0.074      13
   7.0        8.0      5.90346e-04      4.42748e-07        0.075      13
   8.0        9.0      5.22562e-04      2.84425e-07        0.054      13
   9.0       10.0      4.69246e-04      3.43063e-07        0.073      13
  10.0       12.0      4.08781e-04      3.03135e-07        0.074      13
  12.0       14.0      3.48981e-04      2.22241e-07        0.064      13
  14.0       16.0      3.05296e-04      3.19806e-07        0.105      13
