#
#  CIJET_MassBin-4200-8000_cteq66_5000_AA+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.25053e-02      1.33949e-05        0.107      40
   2.0        3.0      6.50014e-03      6.82984e-06        0.105      43
   3.0        4.0      4.03270e-03      6.01005e-06        0.149      43
   4.0        5.0      2.75725e-03      3.69362e-06        0.134       8
   5.0        6.0      1.99992e-03      4.31611e-06        0.216      12
   6.0        7.0      1.52223e-03      2.77350e-06        0.182      13
   7.0        8.0      1.19515e-03      1.14354e-06        0.096      13
   8.0        9.0      9.62531e-04      2.27830e-06        0.237      13
   9.0       10.0      7.91258e-04      2.94293e-06        0.372      12
  10.0       12.0      6.13308e-04      1.49358e-06        0.244      13
  12.0       14.0      4.52477e-04      8.92472e-07        0.197      13
  14.0       16.0      3.47704e-04      1.14227e-06        0.329      13
