#
#  CIJET_MassBin-3000-3600_cteq66_6000_VV+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.96175e-02      4.83735e-05        0.081      16
   2.0        3.0      3.07389e-02      4.64006e-05        0.151      36
   3.0        4.0      1.88530e-02      3.88241e-05        0.206      43
   4.0        5.0      1.27117e-02      2.79068e-05        0.220      12
   5.0        6.0      9.11038e-03      2.52505e-05        0.277      13
   6.0        7.0      6.82308e-03      2.27906e-05        0.334      13
   7.0        8.0      5.29931e-03      2.03117e-05        0.383      13
   8.0        9.0      4.21046e-03      1.73571e-05        0.412      13
   9.0       10.0      3.42115e-03      1.67822e-05        0.491      13
  10.0       12.0      2.61923e-03      8.48925e-06        0.324      13
  12.0       14.0      1.90269e-03      1.07210e-05        0.563      13
  14.0       16.0      1.43900e-03      1.14237e-05        0.794      13
