#
#  CIJET_MassBin-3600-4200_cteq6ll_12000_V-A-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  12000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.13373e-04      1.10911e-07        0.027      40
   2.0        3.0      2.35730e-04      8.31948e-08        0.035      43
   3.0        4.0      1.58440e-04      6.59709e-08        0.042      43
   4.0        5.0      1.15017e-04      7.17741e-08        0.062      12
   5.0        6.0      8.76625e-05      6.35503e-08        0.072      12
   6.0        7.0      6.92392e-05      3.01279e-08        0.044      13
   7.0        8.0      5.61615e-05      2.03495e-08        0.036      13
   8.0        9.0      4.64992e-05      3.81797e-08        0.082      13
   9.0       10.0      3.92038e-05      2.18092e-08        0.056      13
  10.0       12.0      3.12781e-05      1.65250e-08        0.053      13
  12.0       14.0      2.38996e-05      1.42100e-08        0.059      13
  14.0       16.0      1.88900e-05      1.84842e-08        0.098      13
