#
#  CIJET_MassBin-3000-3600_CT10nlo_14000_AA+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0     -4.84194e-04      3.62095e-06        0.748      16
   2.0        3.0     -3.35028e-04      3.05611e-06        0.912      36
   3.0        4.0     -2.70193e-04      3.28325e-06        1.215      43
   4.0        5.0     -2.27183e-04      2.72191e-06        1.198      12
   5.0        6.0     -1.93046e-04      2.15430e-06        1.116      13
   6.0        7.0     -1.66500e-04      2.87605e-06        1.727      13
   7.0        8.0     -1.42731e-04      2.30701e-06        1.616      13
   8.0        9.0     -1.25062e-04      2.69800e-06        2.157      13
   9.0       10.0     -1.11008e-04      1.84863e-06        1.665      13
  10.0       12.0     -8.92115e-05      1.41644e-06        1.588      13
  12.0       14.0     -6.88923e-05      1.43176e-06        2.078      13
  14.0       16.0     -5.41654e-05      1.46236e-06        2.700      13
