#
#  CIJET_MassBin-4200-8000_CT10nlo_12000_V-A+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  12000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      8.56430e-05      7.28609e-08        0.085      40
   2.0        3.0      5.22879e-05      6.96439e-08        0.133      43
   3.0        4.0      3.69740e-05      7.95266e-08        0.215      43
   4.0        5.0      2.77663e-05      5.06916e-08        0.183       8
   5.0        6.0      2.16567e-05      1.82574e-08        0.084      12
   6.0        7.0      1.74377e-05      4.71087e-08        0.270      13
   7.0        8.0      1.43777e-05      5.41839e-08        0.377      13
   8.0        9.0      1.20315e-05      2.47811e-08        0.206      13
   9.0       10.0      1.03083e-05      7.13294e-08        0.692      12
  10.0       12.0      8.28692e-06      3.42502e-08        0.413      13
  12.0       14.0      6.43923e-06      2.84199e-08        0.441      13
  14.0       16.0      5.18308e-06      2.94773e-08        0.569      13
