#
#  CIJET_MassBin-3600-4200_CT10nlo_14000_VV+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.84768e-05      9.33437e-07        5.052      40
   2.0        3.0     -9.04112e-06      8.77641e-07        9.707      43
   3.0        4.0     -1.98374e-05      8.08732e-07        4.077      43
   4.0        5.0     -2.35792e-05      3.62829e-07        1.539      12
   5.0        6.0     -2.38075e-05      3.06776e-07        1.289      12
   6.0        7.0     -2.30638e-05      4.55403e-07        1.975      13
   7.0        8.0     -2.15485e-05      5.76525e-07        2.675      13
   8.0        9.0     -1.97338e-05      3.69336e-07        1.872      13
   9.0       10.0     -1.78546e-05      6.12258e-07        3.429      13
  10.0       12.0     -1.55458e-05      3.93096e-07        2.529      13
  12.0       14.0     -1.22127e-05      4.06846e-07        3.331      13
  14.0       16.0     -1.00346e-05      2.65365e-07        2.644      13
