#
#  CIJET_MassBin-4200-8000_cteq66_19000_VV-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  19000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.50343e-04      1.27877e-07        0.085      40
   2.0        3.0      8.10570e-05      7.92986e-08        0.098      43
   3.0        4.0      5.24653e-05      6.94999e-08        0.132      43
   4.0        5.0      3.73512e-05      3.90741e-08        0.105       8
   5.0        6.0      2.81100e-05      5.78399e-08        0.206      12
   6.0        7.0      2.20469e-05      5.49825e-08        0.249      13
   7.0        8.0      1.77892e-05      5.52964e-08        0.311      13
   8.0        9.0      1.46662e-05      4.36918e-08        0.298      13
   9.0       10.0      1.22567e-05      3.79793e-08        0.310      12
  10.0       12.0      9.74385e-06      3.22202e-08        0.331      13
  12.0       14.0      7.30808e-06      2.83974e-08        0.389      13
  14.0       16.0      5.63038e-06      3.76088e-08        0.668      13
