#
#  CIJET_MassBin-4200-8000_cteq66_9000_RR-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.98168e-04      6.78757e-07        0.097      40
   2.0        3.0      3.61184e-04      3.34472e-07        0.093      43
   3.0        4.0      2.24700e-04      3.18479e-07        0.142      43
   4.0        5.0      1.54887e-04      1.95941e-07        0.127       8
   5.0        6.0      1.13583e-04      2.32900e-07        0.205      12
   6.0        7.0      8.73677e-05      1.73693e-07        0.199      13
   7.0        8.0      6.93792e-05      1.45514e-07        0.210      13
   8.0        9.0      5.64400e-05      1.35892e-07        0.241      13
   9.0       10.0      4.67892e-05      1.27882e-07        0.273      12
  10.0       12.0      3.66869e-05      8.87773e-08        0.242      13
  12.0       14.0      2.72962e-05      7.30911e-08        0.268      13
  14.0       16.0      2.10269e-05      1.00841e-07        0.480      13
