#
#  CIJET_MassBin-3000-3600_cteq66_5000_LL-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.37750e-02      4.70461e-05        0.064      16
   2.0        3.0      3.79486e-02      4.59909e-05        0.121      36
   3.0        4.0      2.34523e-02      3.34406e-05        0.143      43
   4.0        5.0      1.60675e-02      2.34036e-05        0.146      12
   5.0        6.0      1.17377e-02      1.87767e-05        0.160      13
   6.0        7.0      8.97631e-03      2.77080e-05        0.309      13
   7.0        8.0      7.10654e-03      1.97257e-05        0.278      13
   8.0        9.0      5.77292e-03      1.29773e-05        0.225      13
   9.0       10.0      4.79800e-03      1.44626e-05        0.301      13
  10.0       12.0      3.75000e-03      9.98541e-06        0.266      13
  12.0       14.0      2.80304e-03      7.77673e-06        0.277      13
  14.0       16.0      2.17677e-03      1.00843e-05        0.463      13
