#
#  CIJET_MassBin-4200-8000_cteq66_6000_V-A-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.45795e-03      1.21845e-06        0.084      40
   2.0        3.0      8.65535e-04      1.17410e-06        0.136      43
   3.0        4.0      5.98156e-04      8.47490e-07        0.142      43
   4.0        5.0      4.41963e-04      6.56696e-07        0.149       8
   5.0        6.0      3.39992e-04      3.84846e-07        0.113      12
   6.0        7.0      2.70377e-04      3.60911e-07        0.133      13
   7.0        8.0      2.20069e-04      1.84321e-07        0.084      13
   8.0        9.0      1.82677e-04      4.86747e-07        0.266      13
   9.0       10.0      1.53858e-04      5.28219e-07        0.343      12
  10.0       12.0      1.23085e-04      2.12509e-07        0.173      13
  12.0       14.0      9.37308e-05      1.66506e-07        0.178      13
  14.0       16.0      7.36654e-05      2.07550e-07        0.282      13
