#
#  CIJET_MassBin-4200-8000_cteq66_7000_RR-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.71653e-03      1.73925e-06        0.101      40
   2.0        3.0      8.80742e-04      8.08359e-07        0.092      43
   3.0        4.0      5.43112e-04      8.03626e-07        0.148      43
   4.0        5.0      3.71425e-04      5.23041e-07        0.141       8
   5.0        6.0      2.70475e-04      5.73863e-07        0.212      12
   6.0        7.0      2.06923e-04      3.94026e-07        0.190      13
   7.0        8.0      1.63492e-04      3.17442e-07        0.194      13
   8.0        9.0      1.32477e-04      3.00427e-07        0.227      13
   9.0       10.0      1.09500e-04      2.66288e-07        0.243      12
  10.0       12.0      8.55192e-05      1.98472e-07        0.232      13
  12.0       14.0      6.34538e-05      1.39137e-07        0.219      13
  14.0       16.0      4.88673e-05      2.06222e-07        0.422      13
