#
#  CIJET_MassBin-3600-4200_cteq6ll_14000_RR+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0     -7.68887e-05      1.58554e-07        0.206      40
   2.0        3.0     -8.70412e-05      1.17254e-07        0.135      43
   3.0        4.0     -9.06509e-05      7.94269e-08        0.088      43
   4.0        5.0     -8.88000e-05      8.15754e-08        0.092      12
   5.0        6.0     -8.49025e-05      8.92519e-08        0.105      12
   6.0        7.0     -8.05346e-05      6.15921e-08        0.076      13
   7.0        8.0     -7.62592e-05      6.66410e-08        0.087      13
   8.0        9.0     -7.21215e-05      1.32718e-07        0.184      13
   9.0       10.0     -6.84262e-05      6.95867e-08        0.102      13
  10.0       12.0     -6.34654e-05      6.88737e-08        0.109      13
  12.0       14.0     -5.78038e-05      4.31158e-08        0.075      13
  14.0       16.0     -5.30846e-05      5.15777e-08        0.097      13
