#
#  CIJET_MassBin-3000-3600_CT10nlo_10000_VV+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.51025e-03      8.79773e-06        0.251      16
   2.0        3.0      1.66406e-03      7.47546e-06        0.449      36
   3.0        4.0      9.05488e-04      7.70341e-06        0.851      43
   4.0        5.0      5.27058e-04      6.05692e-06        1.149      12
   5.0        6.0      3.18808e-04      5.21591e-06        1.636      13
   6.0        7.0      1.95838e-04      5.29694e-06        2.705      13
   7.0        8.0      1.22654e-04      5.18999e-06        4.231      13
   8.0        9.0      7.20246e-05      5.25480e-06        7.296      13
   9.0       10.0      3.84631e-05      4.31280e-06       11.213      13
  10.0       12.0      1.44188e-05      2.77284e-06       19.231      13
  12.0       14.0     -3.55838e-06      3.18584e-06       89.530      13
  14.0       16.0     -1.20585e-05      3.74125e-06       31.026      13
