#
#  CIJET_MassBin-4200-8000_cteq66_9000_LL+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.99748e-04      5.21333e-07        0.174      40
   2.0        3.0      1.40737e-04      3.00018e-07        0.213      43
   3.0        4.0      7.79126e-05      2.73592e-07        0.351      43
   4.0        5.0      4.77388e-05      1.78280e-07        0.373       8
   5.0        6.0      3.11042e-05      2.39676e-07        0.771      12
   6.0        7.0      2.14977e-05      1.46751e-07        0.683      13
   7.0        8.0      1.53208e-05      7.84710e-08        0.512      13
   8.0        9.0      1.12623e-05      1.19941e-07        1.065      13
   9.0       10.0      8.51125e-06      1.87834e-07        2.207      12
  10.0       12.0      5.84885e-06      9.23570e-08        1.579      13
  12.0       14.0      3.79015e-06      6.96914e-08        1.839      13
  14.0       16.0      2.67000e-06      7.90662e-08        2.961      13
