#
#  CIJET_MassBin-4200-8000_cteq6ll_10000_LL-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.44427e-04      2.76412e-07        0.037      40
   2.0        3.0      4.02509e-04      1.58586e-07        0.039      43
   3.0        4.0      2.64374e-04      1.59004e-07        0.060      43
   4.0        5.0      1.92413e-04      8.34523e-08        0.043       8
   5.0        6.0      1.49308e-04      1.37895e-07        0.092      12
   6.0        7.0      1.21138e-04      6.50444e-08        0.054      13
   7.0        8.0      1.01469e-04      7.51068e-08        0.074      13
   8.0        9.0      8.70331e-05      4.28922e-08        0.049      13
   9.0       10.0      7.60808e-05      3.94181e-08        0.052      12
  10.0       12.0      6.40731e-05      4.38529e-08        0.068      13
  12.0       14.0      5.26885e-05      3.62506e-08        0.069      13
  14.0       16.0      4.47273e-05      3.21206e-08        0.072      13
