#
#  CIJET_MassBin-3600-4200_cteq66_13000_VV-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  13000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.83900e-03      1.08604e-06        0.059      40
   2.0        3.0      9.86328e-04      1.10418e-06        0.112      43
   3.0        4.0      6.34651e-04      1.10956e-06        0.175      43
   4.0        5.0      4.49158e-04      3.36988e-07        0.075      12
   5.0        6.0      3.37192e-04      4.18783e-07        0.124      12
   6.0        7.0      2.63762e-04      6.13105e-07        0.232      13
   7.0        8.0      2.12631e-04      7.00458e-07        0.329      13
   8.0        9.0      1.75169e-04      4.49786e-07        0.257      13
   9.0       10.0      1.46862e-04      7.25188e-07        0.494      13
  10.0       12.0      1.16635e-04      4.25923e-07        0.365      13
  12.0       14.0      8.75308e-05      4.41370e-07        0.504      13
  14.0       16.0      6.85962e-05      2.70387e-07        0.394      13
