#
#  CIJET_MassBin-3000-3600_cteq66_15000_VV-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.65981e-03      2.88025e-06        0.062      16
   2.0        3.0      2.52103e-03      3.16667e-06        0.126      36
   3.0        4.0      1.63937e-03      2.91158e-06        0.178      43
   4.0        5.0      1.17250e-03      2.43086e-06        0.207      12
   5.0        6.0      8.88023e-04      1.64122e-06        0.185      13
   6.0        7.0      6.99631e-04      2.67220e-06        0.382      13
   7.0        8.0      5.67223e-04      2.30693e-06        0.407      13
   8.0        9.0      4.71162e-04      2.18805e-06        0.464      13
   9.0       10.0      3.99046e-04      1.71834e-06        0.431      13
  10.0       12.0      3.17796e-04      1.42879e-06        0.450      13
  12.0       14.0      2.42377e-04      1.27306e-06        0.525      13
  14.0       16.0      1.91096e-04      1.68714e-06        0.883      13
