#
#  CIJET_MassBin-3000-3600_cteq6ll_7000_LL+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.41138e-02      5.00000e-06        0.035      16
   2.0        3.0      6.38897e-03      4.26605e-06        0.067      36
   3.0        4.0      3.27874e-03      4.22066e-06        0.129      43
   4.0        5.0      1.76342e-03      1.78164e-06        0.101      12
   5.0        6.0      9.29592e-04      1.65854e-06        0.178      13
   6.0        7.0      4.34669e-04      3.47356e-06        0.799      13
   7.0        8.0      1.25285e-04      1.21782e-06        0.972      13
   8.0        9.0     -7.86500e-05      1.60587e-06        2.042      13
   9.0       10.0     -2.14108e-04      1.81772e-06        0.849      13
  10.0       12.0     -3.38688e-04      1.25568e-06        0.371      13
  12.0       14.0     -4.30454e-04      1.02844e-06        0.239      13
  14.0       16.0     -4.73619e-04      1.08369e-06        0.229      13
