#
#  CIJET_MassBin-4200-8000_CT10nlo_15000_VV-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.03807e-04      2.59573e-07        0.085      40
   2.0        3.0      1.62607e-04      1.51807e-07        0.093      43
   3.0        4.0      1.04391e-04      1.35952e-07        0.130      43
   4.0        5.0      7.37600e-05      7.59699e-08        0.103       8
   5.0        6.0      5.51350e-05      1.02292e-07        0.186      12
   6.0        7.0      4.30100e-05      9.48683e-08        0.221      13
   7.0        8.0      3.45315e-05      9.65096e-08        0.279      13
   8.0        9.0      2.83515e-05      7.57018e-08        0.267      13
   9.0       10.0      2.36217e-05      5.89041e-08        0.249      12
  10.0       12.0      1.86912e-05      5.49679e-08        0.294      13
  12.0       14.0      1.39604e-05      4.74105e-08        0.340      13
  14.0       16.0      1.07358e-05      6.35363e-08        0.592      13
