#
#  CIJET_MassBin-4200-8000_cteq66_13000_VV+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  13000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.00313e-04      2.68920e-07        0.268      40
   2.0        3.0      4.77474e-05      1.96130e-07        0.411      43
   3.0        4.0      2.62795e-05      1.59522e-07        0.607      43
   4.0        5.0      1.56863e-05      9.05440e-08        0.577       8
   5.0        6.0      9.79617e-06      1.57136e-07        1.604      12
   6.0        7.0      6.47908e-06      1.05900e-07        1.634      13
   7.0        8.0      4.36954e-06      1.04219e-07        2.385      13
   8.0        9.0      3.01515e-06      8.53931e-08        2.832      13
   9.0       10.0      2.21925e-06      1.22528e-07        5.521      12
  10.0       12.0      1.37062e-06      7.22681e-08        5.273      13
  12.0       14.0      8.95385e-07      5.84327e-08        6.526      13
  14.0       16.0      7.39000e-07      7.58321e-08       10.261      13
