#
#  CIJET_MassBin-3600-4200_cteq66_10000_V-A-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.10505e-04      4.60184e-07        0.065      40
   2.0        3.0      4.14009e-04      5.83835e-07        0.141      43
   3.0        4.0      2.82265e-04      5.47672e-07        0.194      43
   4.0        5.0      2.06408e-04      4.44069e-07        0.215      12
   5.0        6.0      1.58017e-04      4.38662e-07        0.278      12
   6.0        7.0      1.24800e-04      3.13581e-07        0.251      13
   7.0        8.0      1.01238e-04      2.75495e-07        0.272      13
   8.0        9.0      8.38492e-05      2.84003e-07        0.339      13
   9.0       10.0      7.05946e-05      2.98346e-07        0.423      13
  10.0       12.0      5.63885e-05      1.75777e-07        0.312      13
  12.0       14.0      4.26758e-05      2.28581e-07        0.536      13
  14.0       16.0      3.36650e-05      1.83859e-07        0.546      13
