#
#  CIJET_MassBin-3000-3600_cteq66_5000_VV+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.36000e-01      1.09545e-04        0.081      16
   2.0        3.0      7.05331e-02      9.36199e-05        0.133      36
   3.0        4.0      4.35853e-02      7.61061e-05        0.175      43
   4.0        5.0      2.96258e-02      4.99924e-05        0.169      12
   5.0        6.0      2.14031e-02      4.87142e-05        0.228      13
   6.0        7.0      1.61546e-02      4.44626e-05        0.275      13
   7.0        8.0      1.26331e-02      3.66025e-05        0.290      13
   8.0        9.0      1.01115e-02      2.85325e-05        0.282      13
   9.0       10.0      8.27554e-03      3.01651e-05        0.365      13
  10.0       12.0      6.38115e-03      1.40169e-05        0.220      13
  12.0       14.0      4.67846e-03      1.82534e-05        0.390      13
  14.0       16.0      3.56785e-03      1.87454e-05        0.525      13
