#
#  CIJET_MassBin-3000-3600_CT10nlo_13000_VV+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  13000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0     -2.83988e-04      4.45105e-06        1.567      16
   2.0        3.0     -2.51497e-04      3.64970e-06        1.451      36
   3.0        4.0     -2.37191e-04      3.96369e-06        1.671      43
   4.0        5.0     -2.19917e-04      3.27409e-06        1.489      12
   5.0        6.0     -2.00062e-04      2.68500e-06        1.342      13
   6.0        7.0     -1.80677e-04      3.03676e-06        1.681      13
   7.0        8.0     -1.61492e-04      2.97362e-06        1.841      13
   8.0        9.0     -1.46508e-04      3.03080e-06        2.069      13
   9.0       10.0     -1.33438e-04      2.40192e-06        1.800      13
  10.0       12.0     -1.12888e-04      1.68376e-06        1.492      13
  12.0       14.0     -9.20115e-05      1.81982e-06        1.978      13
  14.0       16.0     -7.62500e-05      2.20634e-06        2.894      13
