#
#  CIJET_MassBin-3000-3600_cteq6ll_5000_RR+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.13219e-02      1.60078e-05        0.022      16
   2.0        3.0      3.48450e-02      1.59463e-05        0.046      36
   3.0        4.0      2.01342e-02      1.66523e-05        0.083      43
   4.0        5.0      1.27883e-02      7.17741e-06        0.056      12
   5.0        6.0      8.60300e-03      5.65685e-06        0.066      13
   6.0        7.0      6.01669e-03      1.21339e-05        0.202      13
   7.0        8.0      4.32031e-03      3.25025e-06        0.075      13
   8.0        9.0      3.14515e-03      5.30481e-06        0.169      13
   9.0       10.0      2.31077e-03      5.44906e-06        0.236      13
  10.0       12.0      1.46873e-03      2.99733e-06        0.204      13
  12.0       14.0      7.49038e-04      2.40192e-06        0.321      13
  14.0       16.0      3.08731e-04      1.91067e-06        0.619      13
