#
#  CIJET_MassBin-3000-3600_cteq66_6000_V-A-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.97094e-02      1.48183e-05        0.075      16
   2.0        3.0      1.13533e-02      1.28730e-05        0.113      36
   3.0        4.0      7.67372e-03      1.19050e-05        0.155      43
   4.0        5.0      5.56883e-03      6.95222e-06        0.125      12
   5.0        6.0      4.23546e-03      5.17390e-06        0.122      13
   6.0        7.0      3.32885e-03      7.03380e-06        0.211      13
   7.0        8.0      2.68885e-03      6.55548e-06        0.244      13
   8.0        9.0      2.21477e-03      3.89773e-06        0.176      13
   9.0       10.0      1.85562e-03      6.26549e-06        0.338      13
  10.0       12.0      1.47173e-03      3.50366e-06        0.238      13
  12.0       14.0      1.11092e-03      2.23463e-06        0.201      13
  14.0       16.0      8.66615e-04      4.58328e-06        0.529      13
