#
#  CIJET_MassBin-4200-8000_cteq66_14000_VV+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.17500e-05      1.98714e-07        0.384      40
   2.0        3.0      2.29716e-05      1.58203e-07        0.689      43
   3.0        4.0      1.12677e-05      1.27911e-07        1.135      43
   4.0        5.0      5.66875e-06      6.96414e-08        1.229       8
   5.0        6.0      2.70158e-06      1.29128e-07        4.780      12
   6.0        7.0      1.18169e-06      8.97249e-08        7.593      13
   7.0        8.0      2.85108e-07      9.07188e-08       31.819      13
   8.0        9.0     -2.21764e-07      7.20359e-08       32.483      13
   9.0       10.0     -4.19308e-07      1.01179e-07       24.130      12
  10.0       12.0     -6.39077e-07      6.10010e-08        9.545      13
  12.0       14.0     -5.81615e-07      5.03182e-08        8.651      13
  14.0       16.0     -4.08854e-07      6.51564e-08       15.936      13
