#
#  CIJET_MassBin-4200-8000_cteq66_12000_V-A-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  12000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      9.43397e-05      8.24151e-08        0.087      40
   2.0        3.0      5.56128e-05      8.31042e-08        0.149      43
   3.0        4.0      3.82486e-05      6.99177e-08        0.183      43
   4.0        5.0      2.82013e-05      4.35685e-08        0.154       8
   5.0        6.0      2.16717e-05      3.68864e-08        0.170      12
   6.0        7.0      1.72223e-05      3.89773e-08        0.226      13
   7.0        8.0      1.40023e-05      3.98233e-08        0.284      13
   8.0        9.0      1.16392e-05      5.00769e-08        0.430      13
   9.0       10.0      9.77042e-06      8.20570e-08        0.840      12
  10.0       12.0      7.86346e-06      2.50320e-08        0.318      13
  12.0       14.0      5.99346e-06      2.41854e-08        0.404      13
  14.0       16.0      4.70400e-06      3.36396e-08        0.715      13
