#
#  CIJET_MassBin-3000-3600_cteq66_11000_V-A+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  11000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.63475e-03      1.39044e-06        0.085      16
   2.0        3.0      9.55444e-04      1.20628e-06        0.126      36
   3.0        4.0      6.51833e-04      1.27087e-06        0.195      43
   4.0        5.0      4.75158e-04      9.70902e-07        0.204      12
   5.0        6.0      3.61762e-04      9.91244e-07        0.274      13
   6.0        7.0      2.85031e-04      8.78810e-07        0.308      13
   7.0        8.0      2.29792e-04      1.50469e-06        0.655      13
   8.0        9.0      1.88938e-04      1.64901e-06        0.873      13
   9.0       10.0      1.58462e-04      1.10720e-06        0.699      13
  10.0       12.0      1.24327e-04      7.87828e-07        0.634      13
  12.0       14.0      9.33154e-05      5.31658e-07        0.570      13
  14.0       16.0      7.23231e-05      1.48094e-06        2.048      13
