#
#  CIJET_MassBin-4200-8000_cteq6ll_14000_LL-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.51782e-04      9.57762e-08        0.038      40
   2.0        3.0      1.39798e-04      5.97151e-08        0.043      43
   3.0        4.0      9.45184e-05      5.35826e-08        0.057      43
   4.0        5.0      7.06387e-05      2.23207e-08        0.032       8
   5.0        6.0      5.61167e-05      3.67630e-08        0.066      12
   6.0        7.0      4.64700e-05      2.58199e-08        0.056      13
   7.0        8.0      3.96515e-05      2.67227e-08        0.067      13
   8.0        9.0      3.45608e-05      2.17798e-08        0.063      13
   9.0       10.0      3.06558e-05      1.56428e-08        0.051      12
  10.0       12.0      2.62962e-05      2.15207e-08        0.082      13
  12.0       14.0      2.20873e-05      1.45223e-08        0.066      13
  14.0       16.0      1.90823e-05      1.64083e-08        0.086      13
